date,product_id,product_name,category,opening_stock,stock_received,units_sold,closing_stock,reorder_point,lead_time_days,stock_status,year,month,day,day_of_week,week_of_year,quarter,is_weekend,lag_1,lag_7,lag_14,rolling_7,rolling_30,predicted_demand,lead_time_demand,safety_stock,recommended_stock,reorder_recommendation,reorder_quantity
2025-12-24,P014,Face Wash,Personal Care,164,0,44,120,75,6,In Stock,2025,12,24,2,52,4,0,38.0,32.0,37.0,40.285714285714285,39.9,38.72,232.32,20.14,252.46,REORDER,132.0
2025-12-25,P014,Face Wash,Personal Care,120,236,46,310,75,6,In Stock,2025,12,25,3,52,4,0,44.0,44.0,36.0,42.0,40.06666666666667,39.49,236.94,21.0,257.94,NO REORDER,0.0
2025-12-26,P014,Face Wash,Personal Care,310,0,41,269,75,6,In Stock,2025,12,26,4,52,4,0,46.0,38.0,31.0,42.285714285714285,40.2,38.62,231.72,21.14,252.86,NO REORDER,0.0
2025-12-27,P014,Face Wash,Personal Care,269,0,38,231,75,6,In Stock,2025,12,27,5,52,4,1,41.0,41.0,60.0,42.71428571428572,40.333333333333336,41.68,250.08,21.36,271.44,REORDER,40.0
2025-12-28,P014,Face Wash,Personal Care,231,0,46,185,75,6,In Stock,2025,12,28,6,52,4,1,38.0,37.0,31.0,42.285714285714285,40.13333333333333,40.69,244.14,21.14,265.28,REORDER,80.0
2025-12-29,P014,Face Wash,Personal Care,185,0,35,150,75,6,In Stock,2025,12,29,0,1,4,0,46.0,52.0,53.0,43.57142857142857,40.66666666666666,38.17,229.02,21.79,250.81,REORDER,101.0
2025-12-30,P014,Face Wash,Personal Care,150,0,31,119,75,6,In Stock,2025,12,30,1,1,4,0,35.0,38.0,35.0,41.142857142857146,40.43333333333333,38.02,228.12,20.57,248.69,REORDER,130.0
2025-12-31,P014,Face Wash,Personal Care,119,0,39,80,75,6,Reorder Soon,2025,12,31,2,1,4,0,31.0,44.0,32.0,40.142857142857146,39.766666666666666,35.79,214.74,20.07,234.81,REORDER,155.0
2025-08-13,P015,Hand Sanitizer,Personal Care,162,0,36,126,90,4,Reorder Soon,2025,8,13,2,33,3,0,37.0,43.0,44.0,40.285714285714285,39.4,38.02,152.08,20.14,172.22,REORDER,46.0
2025-08-14,P015,Hand Sanitizer,Personal Care,126,354,39,441,90,4,In Stock,2025,8,14,3,33,3,0,36.0,44.0,27.0,39.285714285714285,39.53333333333333,36.4,145.6,19.64,165.24,NO REORDER,0.0
2025-08-15,P015,Hand Sanitizer,Personal Care,441,0,39,402,90,4,In Stock,2025,8,15,4,33,3,0,39.0,31.0,36.0,38.57142857142857,39.266666666666666,37.79,151.16,19.29,170.45,NO REORDER,0.0
2025-08-16,P015,Hand Sanitizer,Personal Care,402,0,48,354,90,4,In Stock,2025,8,16,5,33,3,1,39.0,41.0,40.0,39.71428571428572,39.2,39.04,156.16,19.86,176.02,NO REORDER,0.0
2025-08-17,P015,Hand Sanitizer,Personal Care,354,0,35,319,90,4,In Stock,2025,8,17,6,33,3,1,48.0,38.0,43.0,40.71428571428572,39.53333333333333,37.9,151.6,20.36,171.96,NO REORDER,0.0
2025-08-18,P015,Hand Sanitizer,Personal Care,319,0,38,281,90,4,In Stock,2025,8,18,0,34,3,0,35.0,48.0,32.0,40.285714285714285,39.56666666666667,33.74,134.96,20.14,155.1,NO REORDER,0.0
2025-08-19,P015,Hand Sanitizer,Personal Care,281,0,42,239,90,4,In Stock,2025,8,19,1,34,3,0,38.0,37.0,32.0,38.85714285714285,39.4,33.6,134.4,19.43,153.83,NO REORDER,0.0
2025-08-20,P015,Hand Sanitizer,Personal Care,239,0,37,202,90,4,In Stock,2025,8,20,2,34,3,0,42.0,36.0,43.0,39.57142857142857,39.16666666666666,34.1,136.4,19.79,156.19,NO REORDER,0.0
2025-08-21,P015,Hand Sanitizer,Personal Care,202,0,50,152,90,4,In Stock,2025,8,21,3,34,3,0,37.0,39.0,44.0,39.71428571428572,38.96666666666667,36.42,145.68,19.86,165.54,REORDER,14.0
2025-08-22,P015,Hand Sanitizer,Personal Care,152,0,29,123,90,4,Reorder Soon,2025,8,22,4,34,3,0,50.0,39.0,31.0,41.285714285714285,39.73333333333333,37.8,151.2,20.64,171.84,REORDER,49.0
2025-08-23,P015,Hand Sanitizer,Personal Care,123,371,40,454,90,4,In Stock,2025,8,23,5,34,3,1,29.0,48.0,41.0,39.85714285714285,39.266666666666666,37.94,151.76,19.93,171.69,NO REORDER,0.0
2025-08-24,P015,Hand Sanitizer,Personal Care,454,0,46,408,90,4,In Stock,2025,8,24,6,34,3,1,40.0,35.0,38.0,38.71428571428572,39.03333333333333,38.8,155.2,19.36,174.56,NO REORDER,0.0
2025-08-25,P015,Hand Sanitizer,Personal Care,408,0,24,384,90,4,In Stock,2025,8,25,0,35,3,0,46.0,38.0,48.0,40.285714285714285,39.23333333333333,35.18,140.72,20.14,160.86,NO REORDER,0.0
2025-08-26,P015,Hand Sanitizer,Personal Care,384,0,32,352,90,4,In Stock,2025,8,26,1,35,3,0,24.0,42.0,37.0,38.285714285714285,38.56666666666667,34.52,138.08,19.14,157.22,NO REORDER,0.0
2025-08-27,P015,Hand Sanitizer,Personal Care,352,0,30,322,90,4,In Stock,2025,8,27,2,35,3,0,32.0,37.0,36.0,36.85714285714285,38.0,33.68,134.72,18.43,153.15,NO REORDER,0.0
2025-08-28,P015,Hand Sanitizer,Personal Care,322,0,32,290,90,4,In Stock,2025,8,28,3,35,3,0,30.0,50.0,39.0,35.857142857142854,37.86666666666667,33.98,135.92,17.93,153.85,NO REORDER,0.0
2025-08-29,P015,Hand Sanitizer,Personal Care,290,0,50,240,90,4,In Stock,2025,8,29,4,35,3,0,32.0,29.0,39.0,33.285714285714285,37.766666666666666,33.32,133.28,16.64,149.92,NO REORDER,0.0
2025-08-30,P015,Hand Sanitizer,Personal Care,240,0,33,207,90,4,In Stock,2025,8,30,5,35,3,1,50.0,40.0,48.0,36.285714285714285,37.96666666666667,35.41,141.64,18.14,159.78,NO REORDER,0.0
2025-08-31,P015,Hand Sanitizer,Personal Care,207,0,36,171,90,4,In Stock,2025,8,31,6,35,3,1,33.0,46.0,35.0,35.285714285714285,38.16666666666666,35.42,141.68,17.64,159.32,NO REORDER,0.0
2025-09-01,P015,Hand Sanitizer,Personal Care,171,0,32,139,90,4,In Stock,2025,9,1,0,36,3,0,36.0,24.0,38.0,33.857142857142854,38.16666666666666,34.92,139.68,16.93,156.61,REORDER,18.0
2025-09-02,P015,Hand Sanitizer,Personal Care,139,0,31,108,90,4,Reorder Soon,2025,9,2,1,36,3,0,32.0,32.0,42.0,35.0,37.9,34.17,136.68,17.5,154.18,REORDER,46.0
2025-09-03,P015,Hand Sanitizer,Personal Care,108,382,40,450,90,4,In Stock,2025,9,3,2,36,3,0,31.0,30.0,37.0,34.857142857142854,37.5,37.03,148.12,17.43,165.55,NO REORDER,0.0
2025-09-04,P015,Hand Sanitizer,Personal Care,450,0,32,418,90,4,In Stock,2025,9,4,3,36,3,0,40.0,32.0,50.0,36.285714285714285,37.766666666666666,36.4,145.6,18.14,163.74,NO REORDER,0.0
2025-09-05,P015,Hand Sanitizer,Personal Care,418,0,31,387,90,4,In Stock,2025,9,5,4,36,3,0,32.0,50.0,29.0,36.285714285714285,37.766666666666666,36.81,147.24,18.14,165.38,NO REORDER,0.0
2025-09-06,P015,Hand Sanitizer,Personal Care,387,0,39,348,90,4,In Stock,2025,9,6,5,36,3,1,31.0,33.0,40.0,33.57142857142857,37.36666666666667,36.71,146.84,16.79,163.63,NO REORDER,0.0
2025-09-07,P015,Hand Sanitizer,Personal Care,348,0,37,311,90,4,In Stock,2025,9,7,6,36,3,1,39.0,36.0,46.0,34.42857142857143,37.2,35.56,142.24,17.21,159.45,NO REORDER,0.0
2025-09-08,P015,Hand Sanitizer,Personal Care,311,0,39,272,90,4,In Stock,2025,9,8,0,37,3,0,37.0,32.0,24.0,34.57142857142857,37.4,34.24,136.96,17.29,154.25,NO REORDER,0.0
2025-09-09,P015,Hand Sanitizer,Personal Care,272,0,29,243,90,4,In Stock,2025,9,9,1,37,3,0,39.0,31.0,32.0,35.57142857142857,37.333333333333336,34.24,136.96,17.79,154.75,NO REORDER,0.0
2025-09-10,P015,Hand Sanitizer,Personal Care,243,0,39,204,90,4,In Stock,2025,9,10,2,37,3,0,29.0,40.0,30.0,35.285714285714285,37.03333333333333,39.16,156.64,17.64,174.28,NO REORDER,0.0
2025-09-11,P015,Hand Sanitizer,Personal Care,204,0,32,172,90,4,In Stock,2025,9,11,3,37,3,0,39.0,32.0,32.0,35.142857142857146,36.73333333333333,36.51,146.04,17.57,163.61,NO REORDER,0.0
2025-09-12,P015,Hand Sanitizer,Personal Care,172,0,56,116,90,4,Reorder Soon,2025,9,12,4,37,3,0,32.0,31.0,50.0,35.142857142857146,36.56666666666667,39.73,158.92,17.57,176.49,REORDER,60.0
2025-09-13,P015,Hand Sanitizer,Personal Care,116,379,42,453,90,4,In Stock,2025,9,13,5,37,3,1,56.0,39.0,33.0,38.71428571428572,37.23333333333333,38.68,154.72,19.36,174.08,NO REORDER,0.0
2025-09-14,P015,Hand Sanitizer,Personal Care,453,0,35,418,90,4,In Stock,2025,9,14,6,37,3,1,42.0,37.0,36.0,39.142857142857146,37.333333333333336,37.24,148.96,19.57,168.53,NO REORDER,0.0
2025-09-15,P015,Hand Sanitizer,Personal Care,418,0,36,382,90,4,In Stock,2025,9,15,0,38,3,0,35.0,39.0,32.0,38.85714285714285,37.2,35.8,143.2,19.43,162.63,NO REORDER,0.0
2025-09-16,P015,Hand Sanitizer,Personal Care,382,0,23,359,90,4,In Stock,2025,9,16,1,38,3,0,36.0,29.0,31.0,38.42857142857143,36.8,32.87,131.48,19.21,150.69,NO REORDER,0.0
2025-09-17,P015,Hand Sanitizer,Personal Care,359,0,30,329,90,4,In Stock,2025,9,17,2,38,3,0,23.0,39.0,40.0,37.57142857142857,36.4,35.5,142.0,18.79,160.79,NO REORDER,0.0
2025-09-18,P015,Hand Sanitizer,Personal Care,329,0,36,293,90,4,In Stock,2025,9,18,3,38,3,0,30.0,32.0,32.0,36.285714285714285,36.13333333333333,37.28,149.12,18.14,167.26,NO REORDER,0.0
2025-09-19,P015,Hand Sanitizer,Personal Care,293,0,37,256,90,4,In Stock,2025,9,19,4,38,3,0,36.0,56.0,31.0,36.85714285714285,35.93333333333333,34.58,138.32,18.43,156.75,NO REORDER,0.0
2025-09-20,P015,Hand Sanitizer,Personal Care,256,0,41,215,90,4,In Stock,2025,9,20,5,38,3,1,37.0,42.0,39.0,34.142857142857146,35.93333333333333,34.47,137.88,17.07,154.95,NO REORDER,0.0
2025-09-21,P015,Hand Sanitizer,Personal Care,215,0,35,180,90,4,In Stock,2025,9,21,6,38,3,1,41.0,35.0,37.0,34.0,35.63333333333333,35.21,140.84,17.0,157.84,NO REORDER,0.0
2025-09-22,P015,Hand Sanitizer,Personal Care,180,0,31,149,90,4,In Stock,2025,9,22,0,39,3,0,35.0,36.0,39.0,34.0,35.833333333333336,34.59,138.36,17.0,155.36,REORDER,6.0
2025-09-23,P015,Hand Sanitizer,Personal Care,149,0,32,117,90,4,Reorder Soon,2025,9,23,1,39,3,0,31.0,23.0,29.0,33.285714285714285,35.53333333333333,37.72,150.88,16.64,167.52,REORDER,51.0
2025-09-24,P015,Hand Sanitizer,Personal Care,117,369,27,459,90,4,In Stock,2025,9,24,2,39,3,0,32.0,30.0,39.0,34.57142857142857,35.06666666666667,34.96,139.84,17.29,157.13,NO REORDER,0.0
2025-09-25,P015,Hand Sanitizer,Personal Care,459,0,42,417,90,4,In Stock,2025,9,25,3,39,3,0,27.0,36.0,32.0,34.142857142857146,35.166666666666664,34.97,139.88,17.07,156.95,NO REORDER,0.0
2025-09-26,P015,Hand Sanitizer,Personal Care,417,0,36,381,90,4,In Stock,2025,9,26,4,39,3,0,42.0,37.0,56.0,35.0,35.5,36.1,144.4,17.5,161.9,NO REORDER,0.0
2025-09-27,P015,Hand Sanitizer,Personal Care,381,0,34,347,90,4,In Stock,2025,9,27,5,39,3,1,36.0,41.0,42.0,34.857142857142854,35.7,37.36,149.44,17.43,166.87,NO REORDER,0.0
2025-09-28,P015,Hand Sanitizer,Personal Care,347,0,28,319,90,4,In Stock,2025,9,28,6,39,3,1,34.0,35.0,35.0,33.857142857142854,35.766666666666666,36.36,145.44,16.93,162.37,NO REORDER,0.0
2025-09-29,P015,Hand Sanitizer,Personal Care,319,0,38,281,90,4,In Stock,2025,9,29,0,40,3,0,28.0,31.0,36.0,32.857142857142854,35.03333333333333,37.15,148.6,16.43,165.03,NO REORDER,0.0
2025-09-30,P015,Hand Sanitizer,Personal Care,281,0,34,247,90,4,In Stock,2025,9,30,1,40,3,0,38.0,32.0,23.0,33.857142857142854,35.2,34.83,139.32,16.93,156.25,NO REORDER,0.0
2025-10-01,P015,Hand Sanitizer,Personal Care,247,0,34,213,90,4,In Stock,2025,10,1,2,40,4,0,34.0,27.0,30.0,34.142857142857146,35.13333333333333,36.14,144.56,17.07,161.63,NO REORDER,0.0
2025-10-02,P015,Hand Sanitizer,Personal Care,213,0,32,181,90,4,In Stock,2025,10,2,3,40,4,0,34.0,42.0,36.0,35.142857142857146,35.2,36.97,147.88,17.57,165.45,NO REORDER,0.0
2025-10-03,P015,Hand Sanitizer,Personal Care,181,0,28,153,90,4,In Stock,2025,10,3,4,40,4,0,32.0,36.0,37.0,33.714285714285715,35.233333333333334,36.7,146.8,16.86,163.66,REORDER,11.0
2025-10-04,P015,Hand Sanitizer,Personal Care,153,0,40,113,90,4,Reorder Soon,2025,10,4,5,40,4,1,28.0,34.0,41.0,32.57142857142857,34.833333333333336,37.34,149.36,16.29,165.65,REORDER,53.0
2025-10-05,P015,Hand Sanitizer,Personal Care,113,376,38,451,90,4,In Stock,2025,10,5,6,40,4,1,40.0,28.0,35.0,33.42857142857143,35.1,36.56,146.24,16.71,162.95,NO REORDER,0.0
2025-10-06,P015,Hand Sanitizer,Personal Care,451,0,32,419,90,4,In Stock,2025,10,6,0,41,4,0,38.0,38.0,31.0,34.857142857142854,35.333333333333336,36.19,144.76,17.43,162.19,NO REORDER,0.0
2025-10-07,P015,Hand Sanitizer,Personal Care,419,0,42,377,90,4,In Stock,2025,10,7,1,41,4,0,32.0,34.0,32.0,34.0,35.1,35.92,143.68,17.0,160.68,NO REORDER,0.0
2025-10-08,P015,Hand Sanitizer,Personal Care,377,0,32,345,90,4,In Stock,2025,10,8,2,41,4,0,42.0,34.0,27.0,35.142857142857146,35.266666666666666,36.02,144.08,17.57,161.65,NO REORDER,0.0
2025-10-09,P015,Hand Sanitizer,Personal Care,345,0,33,312,90,4,In Stock,2025,10,9,3,41,4,0,32.0,32.0,42.0,34.857142857142854,35.03333333333333,34.97,139.88,17.43,157.31,NO REORDER,0.0
2025-10-10,P015,Hand Sanitizer,Personal Care,312,0,33,279,90,4,In Stock,2025,10,10,4,41,4,0,33.0,28.0,36.0,35.0,35.166666666666664,35.6,142.4,17.5,159.9,NO REORDER,0.0
2025-10-11,P015,Hand Sanitizer,Personal Care,279,0,42,237,90,4,In Stock,2025,10,11,5,41,4,1,33.0,40.0,34.0,35.714285714285715,34.96666666666667,35.7,142.8,17.86,160.66,NO REORDER,0.0
2025-10-12,P015,Hand Sanitizer,Personal Care,237,0,36,201,90,4,In Stock,2025,10,12,6,41,4,1,42.0,38.0,28.0,36.0,35.3,34.82,139.28,18.0,157.28,NO REORDER,0.0
2025-10-13,P015,Hand Sanitizer,Personal Care,201,0,36,165,90,4,In Stock,2025,10,13,0,42,4,0,36.0,32.0,38.0,35.714285714285715,34.63333333333333,33.67,134.68,17.86,152.54,NO REORDER,0.0
2025-10-14,P015,Hand Sanitizer,Personal Care,165,0,30,135,90,4,Reorder Soon,2025,10,14,1,42,4,0,36.0,42.0,34.0,36.285714285714285,34.43333333333333,34.08,136.32,18.14,154.46,REORDER,19.0
2025-10-15,P015,Hand Sanitizer,Personal Care,135,0,29,106,90,4,Reorder Soon,2025,10,15,2,42,4,0,30.0,32.0,34.0,34.57142857142857,34.266666666666666,33.1,132.4,17.29,149.69,REORDER,44.0
2025-10-16,P015,Hand Sanitizer,Personal Care,106,386,35,457,90,4,In Stock,2025,10,16,3,42,4,0,29.0,33.0,32.0,34.142857142857146,34.03333333333333,38.7,154.8,17.07,171.87,NO REORDER,0.0
2025-10-17,P015,Hand Sanitizer,Personal Care,457,0,43,414,90,4,In Stock,2025,10,17,4,42,4,0,35.0,33.0,28.0,34.42857142857143,34.43333333333333,34.31,137.24,17.21,154.45,NO REORDER,0.0
2025-10-18,P015,Hand Sanitizer,Personal Care,414,0,34,380,90,4,In Stock,2025,10,18,5,42,4,1,43.0,42.0,40.0,35.857142857142854,34.86666666666667,36.76,147.04,17.93,164.97,NO REORDER,0.0
2025-10-19,P015,Hand Sanitizer,Personal Care,380,0,38,342,90,4,In Stock,2025,10,19,6,42,4,1,34.0,36.0,38.0,34.714285714285715,34.8,35.76,143.04,17.36,160.4,NO REORDER,0.0
2025-10-20,P015,Hand Sanitizer,Personal Care,342,0,31,311,90,4,In Stock,2025,10,20,0,43,4,0,38.0,36.0,32.0,35.0,34.833333333333336,34.16,136.64,17.5,154.14,NO REORDER,0.0
2025-10-21,P015,Hand Sanitizer,Personal Care,311,0,33,278,90,4,In Stock,2025,10,21,1,43,4,0,31.0,30.0,42.0,34.285714285714285,34.5,34.32,137.28,17.14,154.42,NO REORDER,0.0
2025-10-22,P015,Hand Sanitizer,Personal Care,278,0,39,239,90,4,In Stock,2025,10,22,2,43,4,0,33.0,29.0,32.0,34.714285714285715,34.43333333333333,35.26,141.04,17.36,158.4,NO REORDER,0.0
2025-10-23,P015,Hand Sanitizer,Personal Care,239,0,41,198,90,4,In Stock,2025,10,23,3,43,4,0,39.0,35.0,33.0,36.142857142857146,34.7,35.38,141.52,18.07,159.59,NO REORDER,0.0
2025-10-24,P015,Hand Sanitizer,Personal Care,198,0,36,162,90,4,In Stock,2025,10,24,4,43,4,0,41.0,43.0,33.0,37.0,35.0,35.6,142.4,18.5,160.9,NO REORDER,0.0
2025-10-25,P015,Hand Sanitizer,Personal Care,162,0,35,127,90,4,Reorder Soon,2025,10,25,5,43,4,1,36.0,34.0,42.0,36.0,35.3,36.74,146.96,18.0,164.96,REORDER,38.0
2025-10-26,P015,Hand Sanitizer,Personal Care,127,369,46,450,90,4,In Stock,2025,10,26,6,43,4,1,35.0,38.0,36.0,36.142857142857146,35.06666666666667,37.05,148.2,18.07,166.27,NO REORDER,0.0
2025-10-27,P015,Hand Sanitizer,Personal Care,450,0,43,407,90,4,In Stock,2025,10,27,0,44,4,0,46.0,31.0,36.0,37.285714285714285,35.4,36.99,147.96,18.64,166.6,NO REORDER,0.0
2025-10-28,P015,Hand Sanitizer,Personal Care,407,0,31,376,90,4,In Stock,2025,10,28,1,44,4,0,43.0,33.0,30.0,39.0,35.7,36.05,144.2,19.5,163.7,NO REORDER,0.0
2025-10-29,P015,Hand Sanitizer,Personal Care,376,0,27,349,90,4,In Stock,2025,10,29,2,44,4,0,31.0,39.0,29.0,38.71428571428572,35.8,33.52,134.08,19.36,153.44,NO REORDER,0.0
2025-10-30,P015,Hand Sanitizer,Personal Care,349,0,33,316,90,4,In Stock,2025,10,30,3,44,4,0,27.0,41.0,35.0,37.0,35.43333333333333,36.88,147.52,18.5,166.02,NO REORDER,0.0
2025-10-31,P015,Hand Sanitizer,Personal Care,316,0,29,287,90,4,In Stock,2025,10,31,4,44,4,0,33.0,36.0,43.0,35.857142857142854,35.4,36.22,144.88,17.93,162.81,NO REORDER,0.0
2025-11-01,P015,Hand Sanitizer,Personal Care,287,0,29,258,90,4,In Stock,2025,11,1,5,44,4,1,29.0,35.0,34.0,34.857142857142854,35.233333333333334,37.48,149.92,17.43,167.35,NO REORDER,0.0
2025-11-02,P015,Hand Sanitizer,Personal Care,258,0,41,217,90,4,In Stock,2025,11,2,6,44,4,1,29.0,46.0,38.0,34.0,35.13333333333333,36.34,145.36,17.0,162.36,NO REORDER,0.0
2025-11-03,P015,Hand Sanitizer,Personal Care,217,0,29,188,90,4,In Stock,2025,11,3,0,45,4,0,41.0,43.0,31.0,33.285714285714285,35.56666666666667,36.06,144.24,16.64,160.88,NO REORDER,0.0
2025-11-04,P015,Hand Sanitizer,Personal Care,188,0,39,149,90,4,In Stock,2025,11,4,1,45,4,0,29.0,31.0,33.0,31.285714285714285,35.2,38.36,153.44,15.64,169.08,REORDER,20.0
2025-11-05,P015,Hand Sanitizer,Personal Care,149,0,42,107,90,4,Reorder Soon,2025,11,5,2,45,4,0,39.0,27.0,39.0,32.42857142857143,35.233333333333334,35.44,141.76,16.21,157.97,REORDER,51.0
2025-11-06,P015,Hand Sanitizer,Personal Care,107,366,26,447,90,4,In Stock,2025,11,6,3,45,4,0,42.0,33.0,41.0,34.57142857142857,35.56666666666667,35.66,142.64,17.29,159.93,NO REORDER,0.0
2025-11-07,P015,Hand Sanitizer,Personal Care,447,0,25,422,90,4,In Stock,2025,11,7,4,45,4,0,26.0,29.0,36.0,33.57142857142857,35.03333333333333,35.83,143.32,16.79,160.11,NO REORDER,0.0
2025-11-08,P015,Hand Sanitizer,Personal Care,422,0,30,392,90,4,In Stock,2025,11,8,5,45,4,1,25.0,29.0,35.0,33.0,34.8,38.0,152.0,16.5,168.5,NO REORDER,0.0
2025-11-09,P015,Hand Sanitizer,Personal Care,392,0,38,354,90,4,In Stock,2025,11,9,6,45,4,1,30.0,41.0,46.0,33.142857142857146,34.7,35.48,141.92,16.57,158.49,NO REORDER,0.0
2025-11-10,P015,Hand Sanitizer,Personal Care,354,0,40,314,90,4,In Stock,2025,11,10,0,46,4,0,38.0,29.0,43.0,32.714285714285715,34.86666666666667,35.2,140.8,16.36,157.16,NO REORDER,0.0
2025-11-11,P015,Hand Sanitizer,Personal Care,314,0,29,285,90,4,In Stock,2025,11,11,1,46,4,0,40.0,39.0,31.0,34.285714285714285,34.8,33.14,132.56,17.14,149.7,NO REORDER,0.0
2025-11-12,P015,Hand Sanitizer,Personal Care,285,0,37,248,90,4,In Stock,2025,11,12,2,46,4,0,29.0,42.0,27.0,32.857142857142854,34.56666666666667,34.24,136.96,16.43,153.39,NO REORDER,0.0
2025-11-13,P015,Hand Sanitizer,Personal Care,248,0,35,213,90,4,In Stock,2025,11,13,3,46,4,0,37.0,26.0,33.0,32.142857142857146,34.6,35.03,140.12,16.07,156.19,NO REORDER,0.0
2025-11-14,P015,Hand Sanitizer,Personal Care,213,0,31,182,90,4,In Stock,2025,11,14,4,46,4,0,35.0,25.0,29.0,33.42857142857143,34.766666666666666,35.32,141.28,16.71,157.99,NO REORDER,0.0
2025-11-15,P015,Hand Sanitizer,Personal Care,182,0,44,138,90,4,In Stock,2025,11,15,5,46,4,1,31.0,30.0,29.0,34.285714285714285,34.833333333333336,35.9,143.6,17.14,160.74,REORDER,23.0
2025-11-16,P015,Hand Sanitizer,Personal Care,138,0,39,99,90,4,Reorder Soon,2025,11,16,6,46,4,1,44.0,38.0,41.0,36.285714285714285,35.13333333333333,36.2,144.8,18.14,162.94,REORDER,64.0
2025-11-17,P015,Hand Sanitizer,Personal Care,99,383,34,448,90,4,In Stock,2025,11,17,0,47,4,0,39.0,40.0,29.0,36.42857142857143,35.0,35.75,143.0,18.21,161.21,NO REORDER,0.0
2025-11-18,P015,Hand Sanitizer,Personal Care,448,0,29,419,90,4,In Stock,2025,11,18,1,47,4,0,34.0,29.0,39.0,35.57142857142857,35.0,34.65,138.6,17.79,156.39,NO REORDER,0.0
2025-11-19,P015,Hand Sanitizer,Personal Care,419,0,37,382,90,4,In Stock,2025,11,19,2,47,4,0,29.0,37.0,42.0,35.57142857142857,34.7,33.4,133.6,17.79,151.39,NO REORDER,0.0
2025-11-20,P015,Hand Sanitizer,Personal Care,382,0,38,344,90,4,In Stock,2025,11,20,3,47,4,0,37.0,35.0,26.0,35.57142857142857,34.9,32.64,130.56,17.79,148.35,NO REORDER,0.0
2025-11-21,P015,Hand Sanitizer,Personal Care,344,0,34,310,90,4,In Stock,2025,11,21,4,47,4,0,38.0,31.0,25.0,36.0,35.06666666666667,33.86,135.44,18.0,153.44,NO REORDER,0.0
2025-11-22,P015,Hand Sanitizer,Personal Care,310,0,36,274,90,4,In Stock,2025,11,22,5,47,4,1,34.0,44.0,30.0,36.42857142857143,34.9,33.93,135.72,18.21,153.93,NO REORDER,0.0
2025-11-23,P015,Hand Sanitizer,Personal Care,274,0,40,234,90,4,In Stock,2025,11,23,6,47,4,1,36.0,39.0,38.0,35.285714285714285,34.733333333333334,35.16,140.64,17.64,158.28,NO REORDER,0.0
2025-11-24,P015,Hand Sanitizer,Personal Care,234,0,34,200,90,4,In Stock,2025,11,24,0,48,4,0,40.0,34.0,40.0,35.42857142857143,34.86666666666667,33.13,132.52,17.71,150.23,NO REORDER,0.0
2025-11-25,P015,Hand Sanitizer,Personal Care,200,0,30,170,90,4,In Stock,2025,11,25,1,48,4,0,34.0,29.0,29.0,35.42857142857143,34.833333333333336,34.06,136.24,17.71,153.95,NO REORDER,0.0
2025-11-26,P015,Hand Sanitizer,Personal Care,170,0,27,143,90,4,In Stock,2025,11,26,2,48,4,0,30.0,37.0,37.0,35.57142857142857,34.3,33.33,133.32,17.79,151.11,REORDER,8.0
2025-11-27,P015,Hand Sanitizer,Personal Care,143,0,34,109,90,4,Reorder Soon,2025,11,27,3,48,4,0,27.0,38.0,35.0,34.142857142857146,33.766666666666666,34.02,136.08,17.07,153.15,REORDER,44.0
2025-11-28,P015,Hand Sanitizer,Personal Care,109,365,27,447,90,4,In Stock,2025,11,28,4,48,4,0,34.0,34.0,31.0,33.57142857142857,33.86666666666667,37.6,150.4,16.79,167.19,NO REORDER,0.0
2025-11-29,P015,Hand Sanitizer,Personal Care,447,0,40,407,90,4,In Stock,2025,11,29,5,48,4,1,27.0,36.0,44.0,32.57142857142857,33.86666666666667,37.66,150.64,16.29,166.93,NO REORDER,0.0
2025-11-30,P015,Hand Sanitizer,Personal Care,407,0,35,372,90,4,In Stock,2025,11,30,6,48,4,1,40.0,40.0,39.0,33.142857142857146,34.1,38.91,155.64,16.57,172.21,NO REORDER,0.0
2025-12-01,P015,Hand Sanitizer,Personal Care,372,0,39,333,90,4,In Stock,2025,12,1,0,49,4,0,35.0,34.0,34.0,32.42857142857143,34.3,32.62,130.48,16.21,146.69,NO REORDER,0.0
2025-12-02,P015,Hand Sanitizer,Personal Care,333,0,36,297,90,4,In Stock,2025,12,2,1,49,4,0,39.0,30.0,29.0,33.142857142857146,34.63333333333333,32.02,128.08,16.57,144.65,NO REORDER,0.0
2025-12-03,P015,Hand Sanitizer,Personal Care,297,0,37,260,90,4,In Stock,2025,12,3,2,49,4,0,36.0,27.0,37.0,34.0,34.46666666666667,33.74,134.96,17.0,151.96,NO REORDER,0.0
2025-12-04,P015,Hand Sanitizer,Personal Care,260,0,31,229,90,4,In Stock,2025,12,4,3,49,4,0,37.0,34.0,38.0,35.42857142857143,34.733333333333334,32.42,129.68,17.71,147.39,NO REORDER,0.0
2025-12-05,P015,Hand Sanitizer,Personal Care,229,0,34,195,90,4,In Stock,2025,12,5,4,49,4,0,31.0,27.0,34.0,35.0,34.46666666666667,32.47,129.88,17.5,147.38,NO REORDER,0.0
2025-12-06,P015,Hand Sanitizer,Personal Care,195,0,38,157,90,4,In Stock,2025,12,6,5,49,4,1,34.0,40.0,36.0,36.0,34.2,34.62,138.48,18.0,156.48,NO REORDER,0.0
2025-12-07,P015,Hand Sanitizer,Personal Care,157,0,37,120,90,4,Reorder Soon,2025,12,7,6,49,4,1,38.0,35.0,40.0,35.714285714285715,34.6,34.34,137.36,17.86,155.22,REORDER,35.0
